centrality,bin_low,bin_high,bin_center,bin_width,counts,dN_deta
30-50%,0.16000000000000003,0.18666666666666665,0.17333333333333334,0.026666666666666616,76,950.0000000000017
30-50%,0.18666666666666665,0.21333333333333337,0.2,0.026666666666666727,86,1074.9999999999975
30-50%,0.21333333333333337,0.24,0.22666666666666668,0.026666666666666616,84,1050.000000000002
30-50%,0.24,0.2666666666666666,0.2533333333333333,0.026666666666666616,71,887.5000000000017
30-50%,0.2666666666666666,0.29333333333333345,0.28,0.02666666666666684,84,1049.9999999999932
30-50%,0.29333333333333345,0.32000000000000006,0.30666666666666675,0.026666666666666616,89,1112.500000000002
30-50%,0.32000000000000006,0.3466666666666667,0.33333333333333337,0.026666666666666616,82,1025.0000000000018
30-50%,0.3466666666666667,0.3733333333333333,0.36,0.026666666666666616,75,937.5000000000018
30-50%,0.3733333333333333,0.40000000000000013,0.3866666666666667,0.02666666666666684,77,962.4999999999939
30-50%,0.40000000000000013,0.42666666666666675,0.41333333333333344,0.026666666666666616,103,1287.5000000000025
