centrality,bin_low,bin_high,bin_center,bin_width,counts,dN_dpT_per_event,invariant_yield_proxy
0-5%,6.715555344637606,7.214936280974467,6.965245812806036,0.49938093633686087,5,0.4004958648743624,0.005719548374142353
0-5%,7.214936280974467,7.751452093993688,7.483194187484077,0.5365158130192214,3,0.2236653554062177,0.002973115993271562
0-5%,7.751452093993688,8.327864200813686,8.039658147403687,0.5764121068199977,1,0.06939479502031214,0.0008585971917147232
0-5%,8.327864200813686,8.947139362563245,8.637501781688465,0.6192751617495595,2,0.12918328546229135,0.001487710145090987
0-5%,8.947139362563245,9.612464954136392,9.279802158349819,0.6653255915731471,3,0.18036282012880753,0.00193334094599105
0-5%,9.612464954136392,10.327265369434123,9.969865161785258,0.7148004152977308,0,0.0,0.0
0-5%,10.327265369434123,11.095219646529811,10.711242507981968,0.7679542770956882,1,0.052086434300848285,0.0004837098427676413
0-5%,11.095219646529811,11.920280403473985,11.507750025001897,0.8250607569441737,0,0.0,0.0
0-5%,11.920280403473985,12.806694182200129,12.363487292837057,0.8864137787261441,2,0.09025130466153984,0.0007261271090610198
0-5%,12.806694182200129,13.759023305240364,13.282858743720247,0.9523291230402346,1,0.042002285798320646,0.0003145440834188678
0-5%,13.759023305240364,14.782169357746376,14.270596331493369,1.0231460525060125,0,0.0,0.0
0-5%,14.782169357746376,15.88139841567617,15.331783886711273,1.0992290579297936,1,0.03638913992624342,0.00023609090178769264
0-5%,15.88139841567617,17.062368149994857,16.471883282835513,1.180969734318687,0,0.0,0.0
0-5%,17.062368149994857,18.331156946393122,17.696762548193988,1.2687887963982654,0,0.0,0.0
0-5%,18.331156946393122,19.694295190401107,19.012726068397114,1.3631382440079847,1,0.02934405235553328,0.0001535238478535888
0-5%,19.694295190401107,21.158798878920376,20.426547034660743,1.4645036885192688,0,0.0,0.0
0-5%,21.158798878920376,22.732205731170623,21.9455023050455,1.5734068522502476,0,0.0,0.0
0-5%,22.732205731170623,24.422613984912232,23.577409858041428,1.6904082537416087,1,0.02366292279481161,9.983261396903612e-05
0-5%,24.422613984912232,26.238724077626735,25.330669031269483,1.8161100927145029,1,0.022025096474307244,8.649107756576187e-05
0-5%,26.238724077626735,28.189883427185617,27.214303752406174,1.951159349558882,1,0.020500632103186856,7.493249150830531e-05
0-5%,28.189883427185617,30.286134542491496,29.238008984838558,2.096251115305879,0,0.0,0.0
0-5%,30.286134542491496,32.53826671171416,31.412200627102827,2.252132169222662,0,0.0,0.0
0-5%,32.53826671171416,34.9578715341581,33.74806912293613,2.4196048224439437,0,0.0,0.0
0-5%,34.9578715341581,37.5574025815809,36.2576370578695,2.5995310474228006,0,0.0,0.0
0-5%,37.5574025815809,40.35023949603599,38.95382103880844,2.792836914455087,0,0.0,0.0
0-5%,40.35023949603599,43.350756854148,41.850498175092,3.0005173581120133,0,0.0,0.0
0-5%,43.350756854148,46.57439815226082,44.962577503204415,3.223641298112817,1,0.012408328440083204,2.745125663956659e-05
5-10%,0.1500036621987841,0.1611582079419894,0.15558093507038676,0.01115454574320529,4570,17812.97569154235,11388.859804714093
5-10%,0.1611582079419894,0.17314222603882545,0.16715021699040744,0.011984018096836052,4898,17770.043404336473,10575.03206427182
